Statement,Label,Subject,Speaker
David Alameel is giving thousands of dollars to support the Republican Party candidates including John Cornyn and Greg Abbott.,FALSE,"bipartisanship,campaign-finance,candidates-biography",kesha-rogers
The American healthcare system burns 18 percent of our national GDP. Nobody else is close.,TRUE,"federal-budget,health-care",sheldon-whitehouse
Providences port is 200 miles closer to Europe than any other Eastern port.,FALSE,"economy,infrastructure,trade,transportation",james-bennett
Says you need a photo ID to purchase Sudafed in Texas.,TRUE,"elections,legal-issues",rick-perry
Twenty percent of housing in Portlands Pearl District is affordable.,TRUE,"housing,infrastructure,taxes,urban",tom-hughes
"Says allowing the payroll tax holiday to expire would end up costing another estimated 900,000 jobs in 2012.",TRUE,taxes,jeff-merkley
Hillary Clinton supported NAFTA and permanent China trade. Pennsylvania lost thousands of jobs.,TRUE,foreign-policy,barack-obama
Numerous studies have shown that these so-called right-to-work laws do not generate jobs and economic growth.,TRUE,"jobs,unions",sheila-oliver
"Obama's budget plan would take national debt up to about 80 percent of gross national product. ... Historically, it's been about 40 percent.",TRUE,federal-budget,judd-gregg
Says Hillary Clinton said the Veterans Affairs scandal is over-exaggerated. She said she was satisfied with what was going on.,FALSE,veterans,donald-trump
We now have driven (health care) costs down to the lowest theyve been in 50 years.,FALSE,health-care,hillary-clinton
"President Barack Obama's ""initial response when we heard about the Christmas underwear bomber"" was to say that ""this was the act of an isolated extremist.""",TRUE,"homeland-security,terrorism,abc-news-week",dick-cheney
"Says Sen. Sherrod Brown admitted that his $787 billion stimulus law failed and after specifically attacking Republicans for wanting to lower Americans taxes, (he) now claims that his stimulus bill didnt do enough to lower taxes.",TRUE,"stimulus,taxes",national-republican-senatorial-committee
"In the 1950s, ""A lot of people got rich and they had to pay a top tax rate of 90 percent.""",TRUE,taxes,michael-moore
"The Charleston, S.C., shootershould have never been given a gun, but the universal background check was not fast enough.",TRUE,"corrections-and-updates,guns,homeland-security",hillary-clinton
Sixty-five percent of the Iraqi people now say it's okay to shoot an American soldier.,FALSE,iraq,bill-richardson
Twelve judges have thrown out legal challenges to the health care law because they rejected the notion that the health care law was unconstitutional.,FALSE,"health-care,supreme-court",barack-obama
Says Gov. Chris Christies proposal to reduce state income taxes would be the second tax cut for the rich by the governor in two years.,TRUE,taxes,paul-sarlo
Warren (Buffett) still does support me.,TRUE,economy,barack-obama
Says George LeMieux was one of two Republicans who voted for President Barack Obamas jobs bill.,TRUE,"candidates-biography,jobs",connie-mack
A precinct in the Allen West-Patrick Murphy recount has 7 registered voters in Guatemalan community and the tally showed 900 voted!!!!!,FALSE,elections,facebook-posts
"About 230,000 people that were on unemployment when I took office are not on unemployment now.",TRUE,"economy,workers",rick-scott
"One person, Kathleen Sebelius, was going to determine whether or not 10-year-old lung patient Sarah Murnaghan would live or die.",FALSE,"children,health-care,public-health,pundits",rush-limbaugh
Ron Klein repeatedly voted in favor of amnesty for illegal immigrants.,FALSE,immigration,allen-west
Local law enforcement . . . will have access to the [Obamacare] Data Hubs treasure trove of personal info.,FALSE,"criminal-justice,health-care,legal-issues,privacy",evan-feinberg
"During his tenure as mayor, he saw Houstons crime rates drop to the lowest levels in more than 25 years.",TRUE,crime,bill-white
Barack Obamas Columbia University ID says he was a foreign student and went by Barry Soetoro.,FALSE,"corrections-and-updates,obama-birth-certificate",facebook-posts
"John McCain, ""one of the richest people in a Senate filled with millionaires,"" says the solution to the housing crisis is for people to get a ""second job"" and ""skip their vacations.""",FALSE,economy,moveon
"Terry McAuliffe wants to raise your taxes $1,700 to pay for his infinite promises.",FALSE,"education,state-budget,taxes",ken-cuccinelli
"Hypocrisy at the Clinton Foundation: Top male staff made on average $218,029 while top female staff made $153,014 from 2010-2014.",TRUE,"candidates-biography,women,workers",donald-trump
"Since the federal Violence Against Women Act was adopted in 1994, cases of domestic violence have fallen by 67 percent.",TRUE,"crime,criminal-justice,women",gwen-moore
Says federal law enforcement officers cut off questioning of the Christmas Day underwear bomber by giving him a Miranda warning after 30 minutes of questioning.,TRUE,"crime,homeland-security,legal-issues,terrorism,abc-news-week",rudy-giuliani
On legalizing illegal immigrants.,TRUE,immigration,lou-dobbs
Nearly half of all pregnancies in the U.S. are unintended.,TRUE,"abortion,census,children,families,health-care,public-health,women",edith-ajello
"We are ""borrowing Saudi money for Saudi oil"" with the result being ""dependency and debt.""",TRUE,energy,john-mccain
"Says there are homes for sale on and around (Oswego Lake) right now for under $150,000 that anyone is welcome to buy.",TRUE,housing,doug-thomas
"Since the president became the president, we have lost 3.3 million jobs in the private sector. But you know whos done OK and whos not complaining today? The public sector. Weve gained 590,000 public sector jobs.",TRUE,"economy,federal-budget",steve-latourette
The top 1 percent pay over half of the entire revenue for this country.,FALSE,taxes,trent-franks
The difference over the (previous) four years between where things were headed and where we brought them to over the last four years is a total of $816 in saved property tax money.,FALSE,"state-budget,state-finances,taxes",scott-walker
Chris Christie has not increased the taxes on anyone.,TRUE,taxes,kim-guadagno
The United States does not have a system through which growers and dairies can bring a workforce legally into the U.S.,FALSE,"agriculture,immigration,workers",marco-rubio
Says he never said he would keep education funding the same.,FALSE,"education,state-budget",rick-scott
"Since 1978, college tuition nationwide has gone up something like four times the rate of inflation.",TRUE,education,scott-walker
"Says Sen. Rob Portman said, It would be irresponsible not to cut Medicare.",TRUE,medicare,ted-strickland
"Most of, if not all of, the [DeKalb school construction] projects always came in on or were under budget.",TRUE,education,thomas-brown
(Palin) supported right-wing extremist Pat Buchanan for president in 2000.,FALSE,israel,moveon
Says Sen. Sherrod Brown voted to block American energy production and increase energy taxes.,FALSE,"energy,message-machine-2012,taxes",us-chamber-commerce
Says Jeanne Shaheen voted for a measure that would have amounted to a new national energy tax.,FALSE,"energy,taxes,voting-record",scott-brown
"Washington, D.C., had some of the strictest gun laws in the country. And when they passed them, violence skyrocketed.",TRUE,"crime,criminal-justice,drugs,government-regulation,guns,public-safety",marco-rubio
Seven presidents before (Barack Obama) -- Republicans and Democrats -- tried to expand health care to all Americans.,TRUE,"health-care,history",julian-castro
"While fighting a move to toughen penalties for workplace gender discrimination, state Sen. Glenn Grothman said he didnt believe women belonged in the workplace but belonged at home, cooking and cleaning and having babies.",FALSE,"jobs,legal-issues,women",christine-sinicki
"If you put the $47 billion in revenue (raised over 10 years by the Buffett rule) into infrastructure you could create 611,000 infrastructure jobs.",FALSE,"economy,federal-budget,jobs,transportation",sheldon-whitehouse
What is the proper collective noun for a group of baboons? Believe it or not . . . a Congress!,FALSE,"animals,congress,history,polls",chain-email
I have repeatedly said that many of the predatory loans that were made in the mortgage system did target African-American and Latino communities.,TRUE,economy,barack-obama
"Starting in December 2007, 1.4 million jobs were created in Texas. In that same period, the rest of the country lost 400,000 jobs.",TRUE,"job-accomplishments,jobs",rick-perry
The (health reform) legislation which Washington passed last year has made it more difficult to hire because its increased costs for employers.,FALSE,"economy,health-care",rob-portman
"The CBO, the Congressional Budget Office has said that Obamacare will kill 800,000 jobs.",FALSE,"economy,health-care",michele-bachmann
"Thompson ""voted against $250,000 caps on damages (and) almost anything that would make our legal system fairer.""",FALSE,legal-issues,rudy-giuliani
